 DOMAIN,APPIDFROM,FQANFROM,FQANTO,APPIDTO,SYSFUNCTIONS,SYSTYPE,DWOR,SYSLIFECYCLE,SYSDATE,LEVEL OF INTEGRATION,INTTYPE,INTLIFECYCLE,INTDATE,INTERESTED PARTY,ACCOUNT-PRODUCT,TRANSACTION,ORGANIZATION,POSITION,REFERENCE,GRAIN,PERIODICITY,FREQUENCY,STATE,DATE,RDR,RDT,Found in Deloitte,Found in other Reference, ,,
Commercial Credit,ECD,CAR (F_COMMERCIAL),SQL Assistant,*SQLA,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Rating,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,ECD,CAR (F_COMMERCIAL),SQL Assistant,*SQLA,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Hierarchy,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,ECD,CAR (F_COMMERCIAL),SQL Assistant,*SQLA,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Entity,Instruments,N/A,N/A,Deposit,N/A,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,ECD,CAR (F_COMMERCIAL),SQL Assistant,*SQLA,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Entity,N/A,N/A,N/A,N/A,Industry,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,ECD,CAR (F_COMMERCIAL),SQL Assistant,*SQLA,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Entity,N/A,N/A,N/A,N/A,Rating,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,ECD,CAR (F_COMMERCIAL),SQL Assistant,*SQLA,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Entity,N/A,N/A,N/A,N/A,Hierarchy,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,ECD,CAR (F_COMMERCIAL),Tableau,*TABL,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,ECD,CAR (F_COMMERCIAL),Tableau,*TABL,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Industry,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,ECD,CAR (F_COMMERCIAL),Tableau,*TABL,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Rating,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,ECD,CAR (F_COMMERCIAL),Tableau,*TABL,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Hierarchy,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,ECD,CAR (F_COMMERCIAL),Tableau,*TABL,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Entity,Instruments,N/A,N/A,Deposit,N/A,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,ECD,CAR (F_COMMERCIAL),Tableau,*TABL,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Entity,N/A,N/A,N/A,N/A,Industry,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,ECD,CAR (F_COMMERCIAL),Tableau,*TABL,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Entity,N/A,N/A,N/A,N/A,Rating,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,ECD,CAR (F_COMMERCIAL),Tableau,*TABL,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Entity,N/A,N/A,N/A,N/A,Hierarchy,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,ECD,CAR (F_COMMERCIAL),TOAD,*TOAD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,ECD,CAR (F_COMMERCIAL),TOAD,*TOAD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Industry,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,ECD,CAR (F_COMMERCIAL),TOAD,*TOAD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Rating,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,ECD,CAR (F_COMMERCIAL),TOAD,*TOAD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Hierarchy,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,ECD,CAR (F_COMMERCIAL),TOAD,*TOAD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Entity,Instruments,N/A,N/A,Deposit,N/A,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,ECD,CAR (F_COMMERCIAL),TOAD,*TOAD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Entity,N/A,N/A,N/A,N/A,Industry,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,ECD,CAR (F_COMMERCIAL),TOAD,*TOAD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Entity,N/A,N/A,N/A,N/A,Rating,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,ECD,CAR (F_COMMERCIAL),TOAD,*TOAD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Entity,N/A,N/A,N/A,N/A,Hierarchy,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,ECD,CAR (F_CONSUMER),GL_DATA_F,ECD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,ECD,CAR (F_CONSUMER),GL_DATA_F,ECD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Individual Party,N/A,N/A,Organization,N/A,Geography,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,ECD,CAR (F_CONSUMER),Access,*ACCESS,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,ECD,CAR (F_CONSUMER),Access,*ACCESS,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Individual Party,N/A,N/A,Organization,N/A,Geography,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,ECD,CAR (F_CONSUMER),Cognos,*COGNOS,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,ECD,CAR (F_CONSUMER),Cognos,*COGNOS,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Individual Party,N/A,N/A,Organization,N/A,Geography,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,ECD,CAR (F_CONSUMER),SQL Assistant,*SQLA,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,ECD,CAR (F_CONSUMER),SQL Assistant,*SQLA,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Individual Party,N/A,N/A,Organization,N/A,Geography,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,ECD,CAR (F_CONSUMER),Tableau,*TABL,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,ECD,CAR (F_CONSUMER),Tableau,*TABL,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Individual Party,N/A,N/A,Organization,N/A,Geography,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,ECD,CAR (F_CONSUMER),TOAD,*TOAD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,ECD,CAR (F_CONSUMER),TOAD,*TOAD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Individual Party,N/A,N/A,Organization,N/A,Geography,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,EIW,CDSL,CAR (F_COMMERCIAL),ECD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,EIW,CDSL,CAR (F_COMMERCIAL),ECD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Business Party,N/A,N/A,N/A,Deposit,Industry,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,EIW,CDSL,CAR (F_COMMERCIAL),ECD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Business Party,N/A,N/A,N/A,Deposit,Rating,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,EIW,CDSL,CAR (F_COMMERCIAL),ECD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Business Party,N/A,N/A,N/A,Deposit,Hierarchy,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,EIW,CDSL,CAR (F_COMMERCIAL),ECD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Entity,Instruments,N/A,N/A,Deposit,N/A,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,EIW,CDSL,CAR (F_COMMERCIAL),ECD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Entity,N/A,N/A,N/A,Deposit,Industry,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,EIW,CDSL,CAR (F_COMMERCIAL),ECD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Entity,N/A,N/A,N/A,Deposit,Rating,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,EIW,CDSL,CAR (F_COMMERCIAL),ECD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Entity,N/A,N/A,N/A,Deposit,Hierarchy,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,*CHCE,CHCE/EAQS,CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,FYD,Controllers Datamart (FYD),TOG,*TOG,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,,,,,,,,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,*DRM,Data Relationship Management,TOG,*TOG,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,,,,,,,,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,N,,,
Commercial Credit,1DTC,Deloitte & Touche,CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Manual,Active,N/A,,,,,,,,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,N,,,
Commercial Credit,IL,EQF/EAQS (Infolease),CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,CDA,FDR (CARDS) (Card Services),TOG,*TOG,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,FDR,FDR (WF CO) (Finanial COD),TOG,*TOG,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,FDR,FDR (WFFBC) (Financial Bankcards),TOG,*TOG,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,FDR,FDR (WFFNO) (Financial NOW Line),TOG,*TOG,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,FDR,FDR (WFFUS) (Wells Fargo Financial US Retailer),TOG,*TOG,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,*FFAS,FDR/FDI/AFS/Shaw (BD),TOG,*TOG,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Cash,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,N,,,
Commercial Credit,FDR,FDR/Shaw (PCM) (Personal Credit Management),TOG,*TOG,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,*FRY14Q,FRY-14Q,TRAIN,*TRAIN,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,,,,,,,,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,,,,
Commercial Credit,ECD,GL_DATA_F,CAR (F_CONSUMER),ECD,Data Servicer,Enterprise Analytic App,N/A,Active,N/A,Aggregate,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,ECD,GL_DATA_F,Access,*ACCESS,Data Servicer,Enterprise Analytic App,N/A,Active,N/A,Aggregate,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,ECD,GL_DATA_F,Cognos,*COGNOS,Data Servicer,Enterprise Analytic App,N/A,Active,N/A,Aggregate,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,ECD,GL_DATA_F,SQL Assistant,*SQLA,Data Servicer,Enterprise Analytic App,N/A,Active,N/A,Aggregate,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,ECD,GL_DATA_F,Tableau,*TABL,Data Servicer,Enterprise Analytic App,N/A,Active,N/A,Aggregate,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,ECD,GL_DATA_F,TOAD,*TOAD,Data Servicer,Enterprise Analytic App,N/A,Active,N/A,Aggregate,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,FYD,GLD (Controllers Datamart),CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,,,,,,,,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,,,,
Commercial Credit,1GLU,GS (Globus),CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,*GW,GW (Golden West),CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Manual,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,HELMS,HELMS (EFS) (Education Financial Services),TOG,*TOG,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,*HRC,HR Canada,TRAIN,*TRAIN,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,*HRD,HR Domestic (Peoplesoft),TRAIN,*TRAIN,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,*HREU,HR Europe,TRAIN,*TRAIN,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Manual,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,*HRPR,HR Puerto Rico,TRAIN,*TRAIN,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Manual,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,*IBIS,IBIS,CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,IRON,IWK/EAQS (Flatiron Capital),CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
